text,entities
Pragya Girls,"[[0, 12, 'NAME']]"
Ganeshman Singh Multiple,"[[0, 24, 'NAME']]"
Manisha Beauty Parlour,"[[0, 22, 'NAME']]"
Paid Parking,"[[0, 12, 'NAME']]"
Gaun Fields,"[[0, 11, 'NAME']]"
L Store,"[[0, 7, 'NAME']]"
Home Lalita,"[[0, 11, 'NAME']]"
Sandy Beach Resort Pvt.Ltd.,"[[0, 27, 'NAME']]"
Gas Station,"[[0, 11, 'NAME']]"
Sivalaya Secondary,"[[0, 18, 'NAME']]"
Little Ktm,"[[0, 10, 'NAME']]"
Maj. Tek Bahadur Poon Memorial View Tower,"[[0, 41, 'NAME']]"
Rs Hot & Spicy,"[[0, 14, 'NAME']]"
Yatayat Karyalaya License Faat,"[[0, 30, 'NAME']]"
Jireh,"[[0, 5, 'NAME']]"
Gothijyula,"[[0, 10, 'NAME']]"
Araniko Yatayat Ticket Counter,"[[0, 30, 'NAME']]"
Four Seasons,"[[0, 12, 'NAME']]"
Maakasam Cheese Restro,"[[0, 22, 'NAME']]"
White Pearl,"[[0, 11, 'NAME']]"
Maku Chhen,"[[0, 10, 'NAME']]"
Mahabaudha (1000 Buddha),"[[0, 24, 'NAME']]"
Monkey Homestay,"[[0, 15, 'NAME']]"
The Crunchy Burger and Naan House,"[[0, 33, 'NAME']]"
Nekapa Aamaley,"[[0, 14, 'NAME']]"
Soltimode Ime,"[[0, 13, 'NAME']]"
Dupcheswar Jhakri Upachar Kendra,"[[0, 32, 'NAME']]"
Kc Driving Centre,"[[0, 17, 'NAME']]"
Rs,"[[0, 2, 'NAME']]"
Gears,"[[0, 5, 'NAME']]"
Tree Newa Restro,"[[0, 16, 'NAME']]"
Lr Stationery,"[[0, 13, 'NAME']]"
Shree Bal Secondary,"[[0, 19, 'NAME']]"
Bal Fancy,"[[0, 9, 'NAME']]"
Singapore Bbq,"[[0, 13, 'NAME']]"
Sanudai Khaja Ghar,"[[0, 18, 'NAME']]"
Balami Medical Hall,"[[0, 19, 'NAME']]"
Fashion Digital Photo Studio,"[[0, 28, 'NAME']]"
Resort Pvt. Ltd.,"[[0, 16, 'NAME']]"
Global Mart,"[[0, 11, 'NAME']]"
Pathivara Hall.,"[[0, 15, 'NAME']]"
Bajeko Tandoori,"[[0, 15, 'NAME']]"
Dhiraj,"[[0, 6, 'NAME']]"
Himalayan Brothers Education,"[[0, 28, 'NAME']]"
Furniture Centre,"[[0, 16, 'NAME']]"
Ktm Cty - Dhangadi,"[[0, 18, 'NAME']]"
Lalit Phariya Ghar (ललित फरिया घर),"[[0, 34, 'NAME']]"
Laxminarayan Primary,"[[0, 20, 'NAME']]"
Khusi Khusi Department Store,"[[0, 28, 'NAME']]"
Bosigau,"[[0, 7, 'NAME']]"
Pepsicola Football Ground,"[[0, 25, 'NAME']]"
Jharuwarashi,"[[0, 12, 'NAME']]"
Academy of Health Sciences,"[[0, 26, 'NAME']]"
Namaste Momo Center,"[[0, 19, 'NAME']]"
Puja Fancy Store,"[[0, 16, 'NAME']]"
Suryodaya Dental Clinic,"[[0, 23, 'NAME']]"
Ekalavya Secondary,"[[0, 18, 'NAME']]"
Koteshwor Auto Parts,"[[0, 20, 'NAME']]"
Nrl,"[[0, 3, 'NAME']]"
Gotamkot,"[[0, 8, 'NAME']]"
Ayurbed Section,"[[0, 15, 'NAME']]"
Metropolition 13 No. Ward,"[[0, 25, 'NAME']]"
Sayambu Khaja Ghar,"[[0, 18, 'NAME']]"
Satya Shakti Auto Workshop Pvt.Ltd,"[[0, 34, 'NAME']]"
Athithi,"[[0, 7, 'NAME']]"
Shree Rastriya Aadharbhut Bidyalae,"[[0, 34, 'NAME']]"
कृष्ण चोक बस बिसौनी,"[[0, 19, 'NAME']]"
Sassylassy,"[[0, 10, 'NAME']]"
OYO 230 Mount Everest and Resort,"[[0, 32, 'NAME']]"
Bajaj Sales/service/spares,"[[0, 26, 'NAME']]"
Harnamadi Art Foundation,"[[0, 24, 'NAME']]"
Bhrikuti Secondary,"[[0, 18, 'NAME']]"
New Drop,"[[0, 8, 'NAME']]"
Chhakku Bakku,"[[0, 13, 'NAME']]"
Sajilo Boys,"[[0, 11, 'NAME']]"
Palhi Overseas,"[[0, 14, 'NAME']]"
कन्याम पर्यटक भ्रमण तथा पिकनिक स्थल,"[[0, 35, 'NAME']]"
Sapantirtha Store,"[[0, 17, 'NAME']]"
PAPPAZ,"[[0, 6, 'NAME']]"
Road Traffic Accident Area,"[[0, 26, 'NAME']]"
Kunal Auto Workshop Car Dent Paint,"[[0, 34, 'NAME']]"
Chaudhary Eye,"[[0, 13, 'NAME']]"
S.s Dent Paint & Modification Work,"[[0, 34, 'NAME']]"
Kohity Cyber,"[[0, 12, 'NAME']]"
Avalon House,"[[0, 12, 'NAME']]"
Khumer,"[[0, 6, 'NAME']]"
Caspian Academy,"[[0, 15, 'NAME']]"
Laptop Baazar,"[[0, 13, 'NAME']]"
Nine Star Mini Mart,"[[0, 19, 'NAME']]"
Ngm Hero Ngm Kantipath - Motorcycle Service Center,"[[0, 50, 'NAME']]"
Diwahar,"[[0, 7, 'NAME']]"
Upper Hydropower Ltd.,"[[0, 21, 'NAME']]"
Yogesh,"[[0, 6, 'NAME']]"
Paywell Pvt. Ltd.,"[[0, 17, 'NAME']]"
Pashupati Hr Solution Pvt Ltd,"[[0, 29, 'NAME']]"
Golden Ratio Pvt. Ltd.,"[[0, 22, 'NAME']]"
Kamdev,"[[0, 6, 'NAME']]"
Triple Tree Garden Bistro,"[[0, 25, 'NAME']]"
Chanakya Montessori,"[[0, 19, 'NAME']]"
Makalu English Boarding,"[[0, 23, 'NAME']]"
Radission Motorbike Parking,"[[0, 27, 'NAME']]"
Army Canteen नेपाली सेना क्यानटिन,"[[0, 33, 'NAME']]"
Pullahari Gompa,"[[0, 15, 'NAME']]"
Kavre Multiple,"[[0, 14, 'NAME']]"
Kageshwari Municipality 6 No. Ward,"[[0, 34, 'NAME']]"
- पनौती खरीबोट,"[[0, 14, 'NAME']]"
Pulu Bazar,"[[0, 10, 'NAME']]"
Yatri Spa,"[[0, 9, 'NAME']]"
Chyamahasinga Pond,"[[0, 18, 'NAME']]"
New Fruits Center,"[[0, 17, 'NAME']]"
H.S.S./,"[[0, 7, 'NAME']]"
Ganeshstan,"[[0, 10, 'NAME']]"
City Light Boys ( Block A ),"[[0, 27, 'NAME']]"
Behada,"[[0, 6, 'NAME']]"
Western Union Money Transfer,"[[0, 28, 'NAME']]"
Fcb. Dept of Road,"[[0, 17, 'NAME']]"
Sahari Sosthya Clinik Ghanchaura,"[[0, 32, 'NAME']]"
Tinau Pvt. Ltd.,"[[0, 15, 'NAME']]"
Roshni Medical Pharma,"[[0, 21, 'NAME']]"
Sos Marga,"[[0, 9, 'NAME']]"
Zion,"[[0, 4, 'NAME']]"
Mpc Holidays Pvt. Ltd.,"[[0, 22, 'NAME']]"
Optics,"[[0, 6, 'NAME']]"
Penang Momos,"[[0, 12, 'NAME']]"
Attarkhel Baptist,"[[0, 17, 'NAME']]"
New Bus Station,"[[0, 15, 'NAME']]"
Mahabaudha Traders,"[[0, 18, 'NAME']]"
Bouddha Meridian,"[[0, 16, 'NAME']]"
Agro Resort,"[[0, 11, 'NAME']]"
Healthy Living Chitwan Branch,"[[0, 29, 'NAME']]"
Le Ad's Fried Chicken & Burger Hub,"[[0, 34, 'NAME']]"
Rupandehi Books,"[[0, 15, 'NAME']]"
The Physique Workshop,"[[0, 21, 'NAME']]"
Matha,"[[0, 5, 'NAME']]"
Kisipide Sport Ground,"[[0, 21, 'NAME']]"
Wicked Villa Resort,"[[0, 19, 'NAME']]"
Kisipide Liquor,"[[0, 15, 'NAME']]"
Geodetic Observatory,"[[0, 20, 'NAME']]"
Sofa City Furniture Udhyog,"[[0, 26, 'NAME']]"
Nirwachan Aayog,"[[0, 15, 'NAME']]"
Shree Adinath Secondary,"[[0, 23, 'NAME']]"
भाज‌ं‌‌गल फ्रेस मिट हाउस,"[[0, 24, 'NAME']]"
Balloon Party,"[[0, 13, 'NAME']]"
Naropa Thanka Store,"[[0, 19, 'NAME']]"
Dams (Delhi Academy of Medical Sciences),"[[0, 40, 'NAME']]"
Gauchan Thakali Kitchen,"[[0, 23, 'NAME']]"
Nimas Education,"[[0, 15, 'NAME']]"
Lukushi,"[[0, 7, 'NAME']]"
Suryodaya Jyoti Awasiya English Boarding,"[[0, 40, 'NAME']]"
Cup of Joy,"[[0, 10, 'NAME']]"
A.d International,"[[0, 17, 'NAME']]"
Om Shanti Dental ॐ शान्ति डेण्टल हस्पिटल,"[[0, 40, 'NAME']]"
Champi Itta Udhyog,"[[0, 18, 'NAME']]"
Tea House,"[[0, 9, 'NAME']]"
KTM CTY,"[[0, 7, 'NAME']]"
Tv Repearing,"[[0, 12, 'NAME']]"
Pachpokhari Bhojanalaya,"[[0, 23, 'NAME']]"
Mds and Agro Farming,"[[0, 20, 'NAME']]"
Vds Pointer,"[[0, 11, 'NAME']]"
Mukhi,"[[0, 5, 'NAME']]"
Chandragadi Bazar,"[[0, 17, 'NAME']]"
Sabitri Tours and Travels,"[[0, 25, 'NAME']]"
Epicenter,"[[0, 9, 'NAME']]"
Department of Immigration,"[[0, 25, 'NAME']]"
Umbrella Street,"[[0, 15, 'NAME']]"
Laljhadi Rural Municipality Ward 4,"[[0, 34, 'NAME']]"
Shree Nemdhari Model Secondary,"[[0, 30, 'NAME']]"
Sparadise Spa,"[[0, 13, 'NAME']]"
New Health Body Care Spa and Massage,"[[0, 36, 'NAME']]"
Sakwo Taleju,"[[0, 12, 'NAME']]"
सामुदायिक बैठक भवन,"[[0, 18, 'NAME']]"
East West Point English Boarding,"[[0, 32, 'NAME']]"
Telecom Training Center,"[[0, 23, 'NAME']]"
Toy Store,"[[0, 9, 'NAME']]"
Vyas Municipality Ward No. 11,"[[0, 29, 'NAME']]"
Davis Fall( Chhango ),"[[0, 21, 'NAME']]"
Driving Trial Center,"[[0, 20, 'NAME']]"
Bhairavnath,"[[0, 11, 'NAME']]"
Nabil Limited -,"[[0, 15, 'NAME']]"
Swastik Travels and Money Transfer,"[[0, 34, 'NAME']]"
Gandaki Medical Collage,"[[0, 23, 'NAME']]"
Busy Bee,"[[0, 8, 'NAME']]"
Rastriye Banijya Limited,"[[0, 24, 'NAME']]"
Lifetime Learning Academy,"[[0, 25, 'NAME']]"
Price,"[[0, 5, 'NAME']]"
Duwani Business Pvt. Ltd,"[[0, 24, 'NAME']]"
Dattatraya,"[[0, 10, 'NAME']]"
Jamiya Mashjid,"[[0, 14, 'NAME']]"
Madarsa Anuwarul Islam Motigunj,"[[0, 31, 'NAME']]"
Transport Bus,"[[0, 13, 'NAME']]"
Om Shanti Furniture and Furnishing,"[[0, 34, 'NAME']]"
It Solutions,"[[0, 12, 'NAME']]"
Angan Sweets,"[[0, 12, 'NAME']]"
Zoom The Furnishing Center,"[[0, 26, 'NAME']]"
S.p Toy,"[[0, 7, 'NAME']]"
Tandoori,"[[0, 8, 'NAME']]"
Dharma Travels,"[[0, 14, 'NAME']]"
Dalima Tours and Travels,"[[0, 24, 'NAME']]"
Bhusal Chock,"[[0, 12, 'NAME']]"
Bichitra,"[[0, 8, 'NAME']]"
Grade Plus Institute,"[[0, 20, 'NAME']]"
Chalcitra.,"[[0, 10, 'NAME']]"
Love Chatpat House,"[[0, 18, 'NAME']]"
Dental Smile,"[[0, 12, 'NAME']]"
Japanese Sushi Training Center (The Sushi House,"[[0, 47, 'NAME']]"
Atlantic English Boarding,"[[0, 25, 'NAME']]"
Brothers Workshop,"[[0, 17, 'NAME']]"
SK Stationery,"[[0, 13, 'NAME']]"
JanaSwastha,"[[0, 11, 'NAME']]"
Godawarii,"[[0, 9, 'NAME']]"
Surya Decor Industries Pvt Ltd,"[[0, 30, 'NAME']]"
Shree Madhyamik,"[[0, 15, 'NAME']]"
Gadgets Mart,"[[0, 12, 'NAME']]"
Gurung Khaja Ghar गुरुङ खाजा,"[[0, 28, 'NAME']]"
Royal Hookah's Cottage,"[[0, 22, 'NAME']]"
Riddhi Siddhi Polyclinic Pvt. Ltd.,"[[0, 34, 'NAME']]"
Sports Center,"[[0, 13, 'NAME']]"
Budhathoki Traders,"[[0, 18, 'NAME']]"
Gulmi Gold,"[[0, 10, 'NAME']]"
Bhairahawa Bahumukhi,"[[0, 20, 'NAME']]"
Abubakar,"[[0, 8, 'NAME']]"
United World Trade Centre,"[[0, 25, 'NAME']]"
Bhainsepati Super Store,"[[0, 23, 'NAME']]"
Maju Dega,"[[0, 9, 'NAME']]"
घले पुल,"[[0, 7, 'NAME']]"
श्री नारायण प्रा वि लमजुङ,"[[0, 25, 'NAME']]"
Shree Bhairabi,"[[0, 14, 'NAME']]"
Koshi Project,"[[0, 13, 'NAME']]"
Gava Montessori,"[[0, 15, 'NAME']]"
Lig Lig,"[[0, 7, 'NAME']]"
CIWEC,"[[0, 5, 'NAME']]"
East West Concern Pvt. Ltd.,"[[0, 27, 'NAME']]"
Cardio Zumba,"[[0, 12, 'NAME']]"
Df Snooker,"[[0, 10, 'NAME']]"
Bajeko Khana Khaja Ghar,"[[0, 23, 'NAME']]"
Nasta Ghar,"[[0, 10, 'NAME']]"
Secret Garden,"[[0, 13, 'NAME']]"
Esewa Pvt. Ltd. Branch,"[[0, 22, 'NAME']]"
365 Station,"[[0, 11, 'NAME']]"
Radhe Radhe Guest House,"[[0, 23, 'NAME']]"
Green Cottage,"[[0, 13, 'NAME']]"
Shiva (Inside Ringroad ),"[[0, 24, 'NAME']]"
D Shawarma House (Duku Family & Hub),"[[0, 36, 'NAME']]"
Mothers Institute,"[[0, 17, 'NAME']]"
Deneb International,"[[0, 19, 'NAME']]"
Shri Adarsha,"[[0, 12, 'NAME']]"
Jay Shree Bhairabi Jewellers,"[[0, 28, 'NAME']]"
Amarsingh House,"[[0, 15, 'NAME']]"
Lok Adarsha Academy,"[[0, 19, 'NAME']]"
Independent Living Center (Ilc-),"[[0, 32, 'NAME']]"
Aadarsh Primary,"[[0, 15, 'NAME']]"
Ngm Hero Authorized Service Center,"[[0, 34, 'NAME']]"
Gyaneshwor Property,"[[0, 19, 'NAME']]"
Echo Music Institute,"[[0, 20, 'NAME']]"
Maruti Suzuki Service,"[[0, 21, 'NAME']]"
Sirhali,"[[0, 7, 'NAME']]"
Fantasy Garden,"[[0, 14, 'NAME']]"
Samakhusichok,"[[0, 13, 'NAME']]"
Surya Golf Course,"[[0, 17, 'NAME']]"
Goreto Educational Consultancy,"[[0, 30, 'NAME']]"
Masala,"[[0, 6, 'NAME']]"
Asian Life Insurance Company Limited,"[[0, 36, 'NAME']]"
Bikas Samaj Head,"[[0, 16, 'NAME']]"
Jeevan BRANCH,"[[0, 13, 'NAME']]"
Kamal 6,"[[0, 7, 'NAME']]"
Helmets,"[[0, 7, 'NAME']]"
Personal,"[[0, 8, 'NAME']]"
Bangur Farm,"[[0, 11, 'NAME']]"
Genuine Mobile House,"[[0, 20, 'NAME']]"
Genius Mobile Care & Accessories,"[[0, 32, 'NAME']]"
House of Ramen,"[[0, 14, 'NAME']]"
Dewta,"[[0, 5, 'NAME']]"
Darchulla,"[[0, 9, 'NAME']]"
Monila,"[[0, 6, 'NAME']]"
३१ वडा कार्यालय काठमान्डौ( नयाँ भावन)31 Ward (new Building),"[[0, 59, 'NAME']]"
(Sita ),"[[0, 7, 'NAME']]"
Iron Ink Tattoo Studio,"[[0, 22, 'NAME']]"
Aadharbhut,"[[0, 10, 'NAME']]"
of EXAM CONTROLLER,"[[0, 18, 'NAME']]"
C Cube,"[[0, 6, 'NAME']]"
Municipality 8 Ward,"[[0, 19, 'NAME']]"
Gyandarpan Academy,"[[0, 18, 'NAME']]"
Fancy Birds,"[[0, 11, 'NAME']]"
Ema Korean Language Center,"[[0, 26, 'NAME']]"
Neko Happy Dream Korean Language Institute,"[[0, 42, 'NAME']]"
Rishing Durbar,"[[0, 14, 'NAME']]"
Rishing Rural Municipality,"[[0, 26, 'NAME']]"
SWomi Syangja,"[[0, 13, 'NAME']]"
Tree Resort & Spa,"[[0, 17, 'NAME']]"
Dish Home,"[[0, 9, 'NAME']]"
Kamala River,"[[0, 12, 'NAME']]"
Pabitra Sthal,"[[0, 13, 'NAME']]"
Tripureshwor Saccos,"[[0, 19, 'NAME']]"
Remix Nasta Pasal,"[[0, 17, 'NAME']]"
Peaches The Wax - (Women Only),"[[0, 30, 'NAME']]"
Ktm Cty - Hallan,"[[0, 16, 'NAME']]"
Deerwalk Institute of Technology,"[[0, 32, 'NAME']]"
We Love Pets,"[[0, 12, 'NAME']]"
Reload Fashion Wear,"[[0, 19, 'NAME']]"
Fresh Meat,"[[0, 10, 'NAME']]"
Paschimanchal Health Cooperative,"[[0, 32, 'NAME']]"
Hongkong Bazar,"[[0, 14, 'NAME']]"
Sevenstar Food & Mart Pvt. Ltd,"[[0, 30, 'NAME']]"
Chandeswori Color House,"[[0, 23, 'NAME']]"
Laxmi Furniture,"[[0, 15, 'NAME']]"
Pump Track By Velosolutions,"[[0, 27, 'NAME']]"
Spider Metal Products Pvt Ltd,"[[0, 29, 'NAME']]"
Bhrikutimandap Management,"[[0, 25, 'NAME']]"
Worldways Manpower (Inc) Pvt. Ltd,"[[0, 33, 'NAME']]"
Ls Neuro & General,"[[0, 18, 'NAME']]"
Baoudha 6 Bhuwaldada,"[[0, 20, 'NAME']]"
Central of Engineering,"[[0, 22, 'NAME']]"
Hamro Nepali Fashion,"[[0, 20, 'NAME']]"
Hills Overseas Services Pvt Ltd,"[[0, 31, 'NAME']]"
Battery Karkhana,"[[0, 16, 'NAME']]"
American Corner,"[[0, 15, 'NAME']]"
Vans,"[[0, 4, 'NAME']]"
Ticket Counter,"[[0, 14, 'NAME']]"
Health Cllinic,"[[0, 14, 'NAME']]"
Tree & Lounge,"[[0, 13, 'NAME']]"
Birendra Multiple,"[[0, 17, 'NAME']]"
Shree Janata Madhyamik Bidhyala Topa,"[[0, 36, 'NAME']]"
M S Enterprises,"[[0, 15, 'NAME']]"
PRADESH MONTESSORI,"[[0, 18, 'NAME']]"
Municipality Ward No 7,"[[0, 22, 'NAME']]"
Municipality Ward No. 9,"[[0, 23, 'NAME']]"
Municipality Ward No.6,"[[0, 22, 'NAME']]"
Sumeru Securities,"[[0, 17, 'NAME']]"
Gambahal गँबहाल Hemvarna Mahavihar,"[[0, 34, 'NAME']]"
The Putali,"[[0, 10, 'NAME']]"
Panini,"[[0, 6, 'NAME']]"
Kids Kottage,"[[0, 12, 'NAME']]"
Que Pay,"[[0, 7, 'NAME']]"
Parcha,"[[0, 6, 'NAME']]"
Picnic Area,"[[0, 11, 'NAME']]"
Rijalco Polytank Industries Pvt. Ltd.,"[[0, 37, 'NAME']]"
- Super Store,"[[0, 13, 'NAME']]"
Shopping Mall,"[[0, 13, 'NAME']]"
Ram Janaki (Janaki ),"[[0, 20, 'NAME']]"
Bible Society,"[[0, 13, 'NAME']]"
Anushree D.b Motor Driving,"[[0, 26, 'NAME']]"
Surkhet Jilla Adalat सुर्खेत जिल्ला अदालत,"[[0, 41, 'NAME']]"
Newa Ghasa -,"[[0, 12, 'NAME']]"
GA Basketball,"[[0, 13, 'NAME']]"
Basketball,"[[0, 10, 'NAME']]"
Nature Aquatics,"[[0, 15, 'NAME']]"
Bhupu Sainik Hygienic Height,"[[0, 28, 'NAME']]"
Bhupu Sainik Guest House,"[[0, 24, 'NAME']]"
Amar Jyoti Higher Secondary,"[[0, 27, 'NAME']]"
Shrinika Enterprises,"[[0, 20, 'NAME']]"
Anapurna Panorma View Trek,"[[0, 26, 'NAME']]"
Baghishori Basic,"[[0, 16, 'NAME']]"
Sub Metropolitan Ward No.12,"[[0, 27, 'NAME']]"
Naya Saccos,"[[0, 11, 'NAME']]"
Newborn Photography By,"[[0, 22, 'NAME']]"
Medical Association,"[[0, 19, 'NAME']]"
Koteshwor Dudh,"[[0, 14, 'NAME']]"
- Boundary Pillar No. 33,"[[0, 24, 'NAME']]"
Jitapur,"[[0, 7, 'NAME']]"
New Dreamland &,"[[0, 15, 'NAME']]"
Buddha Courier,"[[0, 14, 'NAME']]"
The Music Era,"[[0, 13, 'NAME']]"
Ramesh Corp.,"[[0, 12, 'NAME']]"
EBevStore,"[[0, 9, 'NAME']]"
Exotic 72,"[[0, 9, 'NAME']]"
Syabrubensi Bus,"[[0, 15, 'NAME']]"
Gulf Empire Company Pvt. Ltd,"[[0, 28, 'NAME']]"
Akama,"[[0, 5, 'NAME']]"
King's Town Montessori,"[[0, 22, 'NAME']]"
Metropolitan City Ward No. 30,"[[0, 29, 'NAME']]"
Bhanubhakta Secondary Boarding,"[[0, 30, 'NAME']]"
Tass Corner,"[[0, 11, 'NAME']]"
Animax Animation Academy Kantipath Branch,"[[0, 41, 'NAME']]"
Fapla Cricket Ground,"[[0, 20, 'NAME']]"
Kalamasi Bus,"[[0, 12, 'NAME']]"
Nana Holiday Homes,"[[0, 18, 'NAME']]"
Nana Jungle Resort,"[[0, 18, 'NAME']]"
Masu Pasal,"[[0, 10, 'NAME']]"
Subedi Medical Hall,"[[0, 19, 'NAME']]"
Samjhana Cold Store,"[[0, 19, 'NAME']]"
Grgmarket Camera,"[[0, 16, 'NAME']]"
Muncipal,"[[0, 8, 'NAME']]"
Nova Education Foundation,"[[0, 25, 'NAME']]"
Shree Radhika Higher Secondary,"[[0, 30, 'NAME']]"
Forward Education Foundation Pvt. Ltd ( Pd. Giri),"[[0, 49, 'NAME']]"
Mid-Valley International,"[[0, 24, 'NAME']]"
Tangting,"[[0, 8, 'NAME']]"
Tangting Riverside,"[[0, 18, 'NAME']]"
Sinja,"[[0, 5, 'NAME']]"
Seven Lakes Resort,"[[0, 18, 'NAME']]"
Laptop Service,"[[0, 14, 'NAME']]"
Janakpuriya 🐠 Fish 🐟 House,"[[0, 26, 'NAME']]"
Barambaba Tempal,"[[0, 16, 'NAME']]"
Iwamura of Health Science,"[[0, 25, 'NAME']]"
Shree Sangbed Sanskrit,"[[0, 22, 'NAME']]"
Kaimono Japan Newbaneshwor,"[[0, 26, 'NAME']]"
Metro Police Post,"[[0, 17, 'NAME']]"
Chidiyakhana Canteen,"[[0, 20, 'NAME']]"
Ishnath English Boarding,"[[0, 24, 'NAME']]"
Alfa International,"[[0, 18, 'NAME']]"
S & S Liquor,"[[0, 12, 'NAME']]"
श्री जनता प्राथमिक विद्यालय,"[[0, 27, 'NAME']]"
Shri Janta Ma.Bi.,"[[0, 17, 'NAME']]"
एशिया लिंक सेवा प्रा। लिमिटेड,"[[0, 29, 'NAME']]"
Electricals,"[[0, 11, 'NAME']]"
Puchhari,"[[0, 8, 'NAME']]"
Sushi Time,"[[0, 10, 'NAME']]"
Bangay Bazaar,"[[0, 13, 'NAME']]"
Asian Paints () Pvt. Ltd.,"[[0, 25, 'NAME']]"
Sapkota,"[[0, 7, 'NAME']]"
Abhash Organic Agro Fram,"[[0, 24, 'NAME']]"
Taxi Stop,"[[0, 9, 'NAME']]"
Super Kinetic Courier Service,"[[0, 29, 'NAME']]"
Vijay’s Kapn Site,"[[0, 17, 'NAME']]"
Big B,"[[0, 5, 'NAME']]"
Grill Udhyog,"[[0, 12, 'NAME']]"
Decor,"[[0, 5, 'NAME']]"
Buddhasubba,"[[0, 11, 'NAME']]"
Jersey Pasal,"[[0, 12, 'NAME']]"
Deepshika Girls,"[[0, 15, 'NAME']]"
Blush Rush Naryanghat,"[[0, 21, 'NAME']]"
Bills N Spices,"[[0, 14, 'NAME']]"
Budi Kulo,"[[0, 9, 'NAME']]"
Prasad Cyber,"[[0, 12, 'NAME']]"
Pds-,"[[0, 4, 'NAME']]"
Tirpureshwor,"[[0, 12, 'NAME']]"
Bhairavnath Battalion,"[[0, 21, 'NAME']]"
कान्छा दाई पशल,"[[0, 14, 'NAME']]"
Complete Health Club,"[[0, 20, 'NAME']]"
Spark Health Home,"[[0, 17, 'NAME']]"
Classic Buffet Point,"[[0, 20, 'NAME']]"
Siliguri Flower Decoration,"[[0, 26, 'NAME']]"
Bajaj Sales/service/spares New,"[[0, 30, 'NAME']]"
Rose & Threads,"[[0, 14, 'NAME']]"
Bhairabthan,"[[0, 11, 'NAME']]"
Mathilo Height,"[[0, 14, 'NAME']]"
Chawaas Dajubhai Panipuri Chaat,"[[0, 31, 'NAME']]"
- Driving Centre,"[[0, 16, 'NAME']]"
Cwok,"[[0, 4, 'NAME']]"
Paragliding,"[[0, 11, 'NAME']]"
Bishalchowk Fresh Meat Centre,"[[0, 29, 'NAME']]"
Khaukhola Tangting Bus Station,"[[0, 30, 'NAME']]"
Blueberry Mart,"[[0, 14, 'NAME']]"
Bindhabasini Machinery Suppliers,"[[0, 32, 'NAME']]"
Malpicity,"[[0, 9, 'NAME']]"
Smart Durbar,"[[0, 12, 'NAME']]"
Tourism Market,"[[0, 14, 'NAME']]"
Koteshwor Ramayan Bhajan Mandal,"[[0, 31, 'NAME']]"
Cx Motorcycle Service,"[[0, 21, 'NAME']]"
Newroad Store,"[[0, 13, 'NAME']]"
Quality International Overseas Consultancy Co. (P.) Ltd,"[[0, 55, 'NAME']]"
East West Placement Centre Inc Pvt Ltd,"[[0, 38, 'NAME']]"
Lotus English Boarding,"[[0, 22, 'NAME']]"
नील बाराही मा. वि.,"[[0, 18, 'NAME']]"
Beach Advanture Camp Resort Pvt. Ltd.,"[[0, 37, 'NAME']]"
KISC,"[[0, 4, 'NAME']]"
Tsho Rolpa,"[[0, 10, 'NAME']]"
Metropolitan City Ward 9,"[[0, 24, 'NAME']]"
Salon De & Bistro,"[[0, 17, 'NAME']]"
Om Shanti Film Hall,"[[0, 19, 'NAME']]"
Wide-space International Pvt. Ltd.,"[[0, 34, 'NAME']]"
Laphing Khaja Ghar,"[[0, 18, 'NAME']]"
Bus Terminal,"[[0, 12, 'NAME']]"
Iskcon Infosys,"[[0, 14, 'NAME']]"
Garment,"[[0, 7, 'NAME']]"
D & D Communication,"[[0, 19, 'NAME']]"
D&D Electricals,"[[0, 15, 'NAME']]"
Supakhola,"[[0, 9, 'NAME']]"
Varosa Technology,"[[0, 17, 'NAME']]"
Diyalo Food Land,"[[0, 16, 'NAME']]"
Jagriti Primary,"[[0, 15, 'NAME']]"
Shree Jagrit Prathamic Bidhyalaya,"[[0, 33, 'NAME']]"
Jagriti Aadharbhut,"[[0, 18, 'NAME']]"
Naba Jagirti Sahakari Sastha Ltd.,"[[0, 33, 'NAME']]"
Sipardi Service Center,"[[0, 22, 'NAME']]"
Reload Mens Wear,"[[0, 16, 'NAME']]"
B.g. Fiber Play and Amusement Equipment Pvt. Ltd.,"[[0, 49, 'NAME']]"
Royal Futsal,"[[0, 12, 'NAME']]"
Livana's Clothing Station,"[[0, 25, 'NAME']]"
Sukhani,"[[0, 7, 'NAME']]"
Shree Harisiddi Primary,"[[0, 23, 'NAME']]"
Harisiddi Beauty Parlour,"[[0, 24, 'NAME']]"
Wallpaper 6,"[[0, 11, 'NAME']]"
Seti Mahashila,"[[0, 14, 'NAME']]"
Kritipur,"[[0, 8, 'NAME']]"
काेटीला,"[[0, 7, 'NAME']]"
Kourtier Couriers,"[[0, 17, 'NAME']]"
Kandel Store,"[[0, 12, 'NAME']]"
Bhatti Live,"[[0, 11, 'NAME']]"
International Public,"[[0, 20, 'NAME']]"
Samsung Service Plaza - Authorized Service for Samsung,"[[0, 54, 'NAME']]"
Mansanto View & Resort,"[[0, 22, 'NAME']]"
16 ’s,"[[0, 5, 'NAME']]"
Khana 100 Traffic Branch Ghorai,"[[0, 31, 'NAME']]"
Hrd Korea Eps Center,"[[0, 20, 'NAME']]"
Municipality Ward 17,"[[0, 20, 'NAME']]"
More Burger and Delicious Fried Chicken Height,"[[0, 46, 'NAME']]"
